Ciclo 1: {'Temperatura': 20.13, 'Umidade': 58.15, 'Pressao': 1006.4}
Ciclo 28893: {'Temperatura': 23.83, 'Umidade': 54.45, 'Pressao': 1000.1}
Ciclo 28894: {'Temperatura': 22.47, 'Umidade': 47.79, 'Pressao': 1000.07}
Ciclo 28895: {'Temperatura': 27.71, 'Umidade': 57.73, 'Pressao': 1011.16}
Ciclo 28896: {'Temperatura': 23.25, 'Umidade': 54.74, 'Pressao': 1009.93}
Ciclo 28897: {'Temperatura': 25.45, 'Umidade': 49.71, 'Pressao': 1015.06}
Ciclo 28898: {'Temperatura': 25.67, 'Umidade': 48.54, 'Pressao': 1000.99}
Ciclo 28899: {'Temperatura': 22.81, 'Umidade': 41.81, 'Pressao': 1013.35}
Ciclo 28900: {'Temperatura': 23.09, 'Umidade': 53.69, 'Pressao': 1011.28}
Ciclo 28901: {'Temperatura': 21.49, 'Umidade': 45.29, 'Pressao': 1008.56}
Ciclo 28902: {'Temperatura': 28.91, 'Umidade': 45.58, 'Pressao': 1004.93}
Ciclo 28903: {'Temperatura': 26.57, 'Umidade': 58.55, 'Pressao': 1008.32}
Ciclo 28904: {'Temperatura': 20.52, 'Umidade': 50.73, 'Pressao': 1012.7}
Ciclo 28905: {'Temperatura': 20.46, 'Umidade': 58.6, 'Pressao': 1008.28}
Ciclo 28906: {'Temperatura': 29.45, 'Umidade': 59.03, 'Pressao': 1007.49}
Ciclo 28907: {'Temperatura': 21.84, 'Umidade': 58.0, 'Pressao': 1011.15}
Ciclo 28908: {'Temperatura': 24.21, 'Umidade': 42.73, 'Pressao': 1013.46}
Ciclo 28909: {'Temperatura': 29.5, 'Umidade': 59.7, 'Pressao': 1017.88}
Ciclo 28910: {'Temperatura': 25.92, 'Umidade': 41.96, 'Pressao': 1006.5}
Ciclo 28911: {'Temperatura': 25.13, 'Umidade': 44.11, 'Pressao': 1016.9}
Ciclo 28912: {'Temperatura': 25.85, 'Umidade': 50.08, 'Pressao': 1005.74}
Ciclo 28913: {'Temperatura': 20.21, 'Umidade': 49.43, 'Pressao': 1016.37}
Ciclo 28914: {'Temperatura': 23.59, 'Umidade': 47.48, 'Pressao': 1010.08}
Ciclo 28915: {'Temperatura': 28.79, 'Umidade': 45.79, 'Pressao': 1015.85}
Ciclo 28916: {'Temperatura': 27.08, 'Umidade': 45.73, 'Pressao': 1015.73}
Ciclo 28917: {'Temperatura': 23.05, 'Umidade': 44.58, 'Pressao': 1002.32}
Ciclo 28918: {'Temperatura': 20.34, 'Umidade': 50.48, 'Pressao': 1013.26}
Ciclo 28919: {'Temperatura': 24.82, 'Umidade': 59.2, 'Pressao': 1016.26}
Ciclo 28920: {'Temperatura': 23.19, 'Umidade': 49.06, 'Pressao': 1017.92}
Ciclo 28921: {'Temperatura': 27.54, 'Umidade': 55.74, 'Pressao': 1013.89}
Ciclo 28922: {'Temperatura': 26.72, 'Umidade': 53.49, 'Pressao': 1014.45}
Ciclo 28923: {'Temperatura': 24.07, 'Umidade': 53.45, 'Pressao': 1016.99}
Ciclo 28924: {'Temperatura': 22.57, 'Umidade': 41.04, 'Pressao': 1008.15}
Ciclo 28925: {'Temperatura': 23.83, 'Umidade': 51.4, 'Pressao': 1012.04}
Ciclo 28926: {'Temperatura': 28.52, 'Umidade': 53.44, 'Pressao': 1011.92}
Ciclo 28927: {'Temperatura': 21.67, 'Umidade': 47.51, 'Pressao': 1000.74}
Ciclo 28928: {'Temperatura': 26.34, 'Umidade': 53.75, 'Pressao': 1019.62}
Ciclo 28929: {'Temperatura': 20.41, 'Umidade': 54.48, 'Pressao': 1019.03}
Ciclo 28930: {'Temperatura': 22.96, 'Umidade': 52.92, 'Pressao': 1006.62}
Ciclo 28931: {'Temperatura': 24.81, 'Umidade': 56.35, 'Pressao': 1003.32}
Ciclo 28932: {'Temperatura': 25.27, 'Umidade': 55.88, 'Pressao': 1018.66}
Ciclo 28933: {'Temperatura': 29.16, 'Umidade': 41.82, 'Pressao': 1004.77}
Ciclo 28934: {'Temperatura': 23.2, 'Umidade': 47.54, 'Pressao': 1002.66}
Ciclo 28935: {'Temperatura': 28.96, 'Umidade': 40.89, 'Pressao': 1003.56}
Ciclo 28936: {'Temperatura': 21.2, 'Umidade': 44.92, 'Pressao': 1014.05}
Ciclo 28937: {'Temperatura': 22.97, 'Umidade': 43.39, 'Pressao': 1003.32}
Ciclo 28938: {'Temperatura': 27.96, 'Umidade': 58.43, 'Pressao': 1019.11}
Ciclo 28939: {'Temperatura': 26.06, 'Umidade': 56.5, 'Pressao': 1006.8}
Ciclo 28940: {'Temperatura': 25.03, 'Umidade': 46.28, 'Pressao': 1001.17}
Ciclo 28941: {'Temperatura': 28.42, 'Umidade': 41.57, 'Pressao': 1009.01}
Ciclo 28942: {'Temperatura': 20.88, 'Umidade': 40.17, 'Pressao': 1009.23}
Ciclo 28943: {'Temperatura': 26.88, 'Umidade': 44.86, 'Pressao': 1008.25}
Ciclo 28944: {'Temperatura': 27.07, 'Umidade': 44.31, 'Pressao': 1017.57}
Ciclo 28945: {'Temperatura': 26.38, 'Umidade': 51.27, 'Pressao': 1002.56}
Ciclo 28946: {'Temperatura': 26.69, 'Umidade': 40.05, 'Pressao': 1014.43}
Ciclo 28947: {'Temperatura': 28.01, 'Umidade': 46.87, 'Pressao': 1018.47}
Ciclo 28948: {'Temperatura': 20.09, 'Umidade': 52.57, 'Pressao': 1006.34}
Ciclo 28949: {'Temperatura': 27.85, 'Umidade': 43.57, 'Pressao': 1016.66}
Ciclo 28950: {'Temperatura': 26.4, 'Umidade': 51.56, 'Pressao': 1016.47}
Ciclo 28951: {'Temperatura': 27.74, 'Umidade': 40.81, 'Pressao': 1000.11}
Ciclo 28952: {'Temperatura': 22.39, 'Umidade': 45.22, 'Pressao': 1008.13}
Ciclo 28953: {'Temperatura': 21.04, 'Umidade': 56.74, 'Pressao': 1019.49}
Ciclo 28954: {'Temperatura': 24.08, 'Umidade': 48.49, 'Pressao': 1007.01}
Ciclo 28955: {'Temperatura': 28.0, 'Umidade': 47.98, 'Pressao': 1019.72}
Ciclo 28956: {'Temperatura': 29.58, 'Umidade': 40.62, 'Pressao': 1013.08}
Ciclo 28957: {'Temperatura': 23.24, 'Umidade': 56.53, 'Pressao': 1009.92}
Ciclo 28958: {'Temperatura': 22.56, 'Umidade': 58.87, 'Pressao': 1010.33}
Ciclo 28959: {'Temperatura': 23.07, 'Umidade': 51.48, 'Pressao': 1003.95}
Ciclo 28960: {'Temperatura': 27.09, 'Umidade': 47.18, 'Pressao': 1012.14}
Ciclo 28961: {'Temperatura': 21.62, 'Umidade': 48.93, 'Pressao': 1005.07}
Ciclo 28962: {'Temperatura': 28.15, 'Umidade': 59.53, 'Pressao': 1010.27}
Ciclo 28963: {'Temperatura': 28.38, 'Umidade': 57.29, 'Pressao': 1007.15}
Ciclo 28964: {'Temperatura': 22.54, 'Umidade': 54.02, 'Pressao': 1005.52}
Ciclo 28965: {'Temperatura': 22.06, 'Umidade': 51.37, 'Pressao': 1017.53}
Ciclo 28966: {'Temperatura': 26.75, 'Umidade': 54.19, 'Pressao': 1019.77}
Ciclo 28967: {'Temperatura': 27.28, 'Umidade': 45.31, 'Pressao': 1016.72}
Ciclo 28968: {'Temperatura': 21.28, 'Umidade': 55.51, 'Pressao': 1011.48}
Ciclo 28969: {'Temperatura': 26.14, 'Umidade': 40.74, 'Pressao': 1004.87}
Ciclo 28970: {'Temperatura': 28.11, 'Umidade': 55.11, 'Pressao': 1003.75}
Ciclo 28971: {'Temperatura': 20.51, 'Umidade': 42.61, 'Pressao': 1009.12}
Ciclo 28972: {'Temperatura': 24.71, 'Umidade': 44.29, 'Pressao': 1015.14}
Ciclo 28973: {'Temperatura': 29.02, 'Umidade': 41.79, 'Pressao': 1002.5}
Ciclo 28974: {'Temperatura': 27.27, 'Umidade': 46.18, 'Pressao': 1014.17}
Ciclo 28975: {'Temperatura': 25.27, 'Umidade': 42.19, 'Pressao': 1005.95}
Ciclo 28976: {'Temperatura': 25.09, 'Umidade': 53.06, 'Pressao': 1004.3}
Ciclo 28977: {'Temperatura': 22.5, 'Umidade': 42.17, 'Pressao': 1002.19}
Ciclo 28978: {'Temperatura': 25.62, 'Umidade': 56.92, 'Pressao': 1008.68}
Ciclo 28979: {'Temperatura': 24.97, 'Umidade': 50.71, 'Pressao': 1010.91}
Ciclo 28980: {'Temperatura': 23.84, 'Umidade': 49.94, 'Pressao': 1002.52}
Ciclo 28981: {'Temperatura': 26.06, 'Umidade': 56.01, 'Pressao': 1018.74}
Ciclo 28982: {'Temperatura': 21.04, 'Umidade': 55.28, 'Pressao': 1015.56}
Ciclo 28983: {'Temperatura': 28.76, 'Umidade': 51.46, 'Pressao': 1012.04}
Ciclo 28984: {'Temperatura': 23.55, 'Umidade': 52.98, 'Pressao': 1003.44}
Ciclo 28985: {'Temperatura': 29.35, 'Umidade': 49.06, 'Pressao': 1004.28}
Ciclo 28986: {'Temperatura': 22.05, 'Umidade': 44.1, 'Pressao': 1014.65}
Ciclo 28987: {'Temperatura': 22.71, 'Umidade': 45.2, 'Pressao': 1005.77}
Ciclo 28988: {'Temperatura': 27.16, 'Umidade': 50.66, 'Pressao': 1004.39}
Ciclo 28989: {'Temperatura': 29.36, 'Umidade': 56.65, 'Pressao': 1000.28}
Ciclo 28990: {'Temperatura': 24.43, 'Umidade': 46.43, 'Pressao': 1011.56}
Ciclo 28991: {'Temperatura': 22.17, 'Umidade': 50.8, 'Pressao': 1011.57}
Ciclo 28992: {'Temperatura': 21.26, 'Umidade': 46.84, 'Pressao': 1016.07}
Ciclo 28993: {'Temperatura': 28.3, 'Umidade': 52.33, 'Pressao': 1002.08}
Ciclo 28994: {'Temperatura': 25.02, 'Umidade': 55.66, 'Pressao': 1002.71}
Ciclo 28995: {'Temperatura': 25.04, 'Umidade': 43.71, 'Pressao': 1016.56}
Ciclo 28996: {'Temperatura': 24.63, 'Umidade': 50.78, 'Pressao': 1019.69}
Ciclo 28997: {'Temperatura': 22.16, 'Umidade': 44.21, 'Pressao': 1015.64}
Ciclo 28998: {'Temperatura': 21.56, 'Umidade': 54.81, 'Pressao': 1004.18}
Ciclo 28999: {'Temperatura': 25.94, 'Umidade': 50.83, 'Pressao': 1017.81}
Ciclo 29000: {'Temperatura': 29.0, 'Umidade': 57.34, 'Pressao': 1008.55}
Ciclo 29001: {'Temperatura': 27.77, 'Umidade': 54.36, 'Pressao': 1013.45}
Ciclo 29002: {'Temperatura': 23.97, 'Umidade': 46.84, 'Pressao': 1012.69}
Ciclo 29003: {'Temperatura': 27.8, 'Umidade': 57.22, 'Pressao': 1000.67}
Ciclo 29004: {'Temperatura': 24.63, 'Umidade': 42.63, 'Pressao': 1000.88}
Ciclo 29005: {'Temperatura': 23.98, 'Umidade': 51.93, 'Pressao': 1017.91}
Ciclo 29006: {'Temperatura': 23.77, 'Umidade': 51.04, 'Pressao': 1017.92}
Ciclo 29007: {'Temperatura': 29.76, 'Umidade': 54.65, 'Pressao': 1000.76}
Ciclo 29008: {'Temperatura': 25.35, 'Umidade': 45.81, 'Pressao': 1006.0}
Ciclo 29009: {'Temperatura': 27.85, 'Umidade': 42.73, 'Pressao': 1000.67}
Ciclo 29010: {'Temperatura': 20.58, 'Umidade': 47.83, 'Pressao': 1004.93}
Ciclo 29011: {'Temperatura': 20.8, 'Umidade': 59.44, 'Pressao': 1006.27}
Ciclo 29012: {'Temperatura': 20.98, 'Umidade': 44.32, 'Pressao': 1007.08}
Ciclo 29013: {'Temperatura': 26.16, 'Umidade': 58.96, 'Pressao': 1005.43}
Ciclo 29014: {'Temperatura': 27.1, 'Umidade': 46.96, 'Pressao': 1003.85}
Ciclo 29015: {'Temperatura': 21.72, 'Umidade': 59.09, 'Pressao': 1002.04}
Ciclo 29016: {'Temperatura': 20.54, 'Umidade': 47.91, 'Pressao': 1000.96}
Ciclo 29017: {'Temperatura': 26.67, 'Umidade': 48.19, 'Pressao': 1014.8}
Ciclo 29018: {'Temperatura': 30.0, 'Umidade': 57.24, 'Pressao': 1007.32}
Ciclo 29019: {'Temperatura': 21.64, 'Umidade': 54.27, 'Pressao': 1017.69}
Ciclo 29020: {'Temperatura': 29.44, 'Umidade': 52.58, 'Pressao': 1001.69}
Ciclo 29021: {'Temperatura': 25.82, 'Umidade': 42.04, 'Pressao': 1000.25}
Ciclo 29022: {'Temperatura': 25.58, 'Umidade': 55.65, 'Pressao': 1004.45}
Ciclo 29023: {'Temperatura': 29.02, 'Umidade': 54.41, 'Pressao': 1017.89}
Ciclo 29024: {'Temperatura': 29.17, 'Umidade': 43.03, 'Pressao': 1005.33}
Ciclo 29025: {'Temperatura': 21.02, 'Umidade': 52.07, 'Pressao': 1019.65}
Ciclo 29026: {'Temperatura': 26.7, 'Umidade': 48.76, 'Pressao': 1001.08}
Ciclo 29027: {'Temperatura': 21.36, 'Umidade': 43.3, 'Pressao': 1016.76}
Ciclo 29028: {'Temperatura': 29.25, 'Umidade': 41.71, 'Pressao': 1012.61}
Ciclo 29029: {'Temperatura': 22.53, 'Umidade': 40.54, 'Pressao': 1000.32}
Ciclo 29030: {'Temperatura': 21.36, 'Umidade': 59.39, 'Pressao': 1015.02}
Ciclo 29031: {'Temperatura': 28.58, 'Umidade': 54.95, 'Pressao': 1013.74}
Ciclo 29032: {'Temperatura': 21.89, 'Umidade': 53.15, 'Pressao': 1017.96}
Ciclo 29033: {'Temperatura': 20.89, 'Umidade': 49.7, 'Pressao': 1006.98}
Ciclo 29034: {'Temperatura': 28.62, 'Umidade': 46.61, 'Pressao': 1015.92}
Ciclo 29035: {'Temperatura': 25.91, 'Umidade': 58.48, 'Pressao': 1012.38}
Ciclo 29036: {'Temperatura': 20.03, 'Umidade': 52.91, 'Pressao': 1003.75}
Ciclo 29037: {'Temperatura': 22.29, 'Umidade': 52.38, 'Pressao': 1013.61}
Ciclo 29038: {'Temperatura': 25.0, 'Umidade': 53.55, 'Pressao': 1004.21}
Ciclo 29039: {'Temperatura': 24.82, 'Umidade': 41.69, 'Pressao': 1017.49}
Ciclo 29040: {'Temperatura': 22.68, 'Umidade': 41.27, 'Pressao': 1004.34}
Ciclo 29041: {'Temperatura': 26.27, 'Umidade': 43.67, 'Pressao': 1016.29}
Ciclo 29042: {'Temperatura': 28.24, 'Umidade': 48.74, 'Pressao': 1017.46}
Ciclo 29043: {'Temperatura': 22.24, 'Umidade': 41.34, 'Pressao': 1009.81}
Ciclo 29044: {'Temperatura': 27.13, 'Umidade': 56.89, 'Pressao': 1007.3}
Ciclo 29045: {'Temperatura': 27.83, 'Umidade': 59.71, 'Pressao': 1002.84}
Ciclo 29046: {'Temperatura': 23.03, 'Umidade': 54.56, 'Pressao': 1009.63}
Ciclo 29047: {'Temperatura': 20.96, 'Umidade': 53.51, 'Pressao': 1007.05}
Ciclo 29048: {'Temperatura': 23.48, 'Umidade': 46.63, 'Pressao': 1011.89}
Ciclo 29049: {'Temperatura': 26.93, 'Umidade': 41.18, 'Pressao': 1012.42}
Ciclo 29050: {'Temperatura': 21.29, 'Umidade': 40.5, 'Pressao': 1004.37}
Ciclo 29051: {'Temperatura': 20.37, 'Umidade': 49.65, 'Pressao': 1013.96}
Ciclo 29052: {'Temperatura': 22.78, 'Umidade': 40.23, 'Pressao': 1000.64}
Ciclo 29053: {'Temperatura': 23.09, 'Umidade': 43.7, 'Pressao': 1003.24}
Ciclo 29054: {'Temperatura': 25.26, 'Umidade': 49.21, 'Pressao': 1006.31}
Ciclo 29055: {'Temperatura': 21.52, 'Umidade': 51.15, 'Pressao': 1012.29}
Ciclo 29056: {'Temperatura': 29.08, 'Umidade': 49.28, 'Pressao': 1010.5}
Ciclo 29057: {'Temperatura': 22.38, 'Umidade': 46.53, 'Pressao': 1002.59}
Ciclo 29058: {'Temperatura': 25.82, 'Umidade': 48.17, 'Pressao': 1000.65}
Ciclo 29059: {'Temperatura': 26.04, 'Umidade': 41.35, 'Pressao': 1007.54}
Ciclo 29060: {'Temperatura': 20.43, 'Umidade': 58.49, 'Pressao': 1019.01}
Ciclo 29061: {'Temperatura': 29.19, 'Umidade': 54.68, 'Pressao': 1008.95}
Ciclo 29062: {'Temperatura': 24.17, 'Umidade': 49.79, 'Pressao': 1001.54}
Ciclo 29063: {'Temperatura': 26.1, 'Umidade': 49.24, 'Pressao': 1017.49}
Ciclo 29064: {'Temperatura': 27.86, 'Umidade': 58.16, 'Pressao': 1014.92}
Ciclo 29065: {'Temperatura': 26.01, 'Umidade': 56.42, 'Pressao': 1019.58}
Ciclo 29066: {'Temperatura': 20.96, 'Umidade': 50.91, 'Pressao': 1017.6}
Ciclo 29067: {'Temperatura': 26.26, 'Umidade': 42.86, 'Pressao': 1018.25}
Ciclo 29068: {'Temperatura': 26.7, 'Umidade': 49.44, 'Pressao': 1014.44}
Ciclo 29069: {'Temperatura': 28.85, 'Umidade': 41.5, 'Pressao': 1002.42}
Ciclo 29070: {'Temperatura': 25.36, 'Umidade': 53.15, 'Pressao': 1001.84}
Ciclo 29071: {'Temperatura': 28.84, 'Umidade': 44.09, 'Pressao': 1005.23}
Ciclo 29072: {'Temperatura': 26.07, 'Umidade': 48.33, 'Pressao': 1011.56}
Ciclo 29073: {'Temperatura': 25.85, 'Umidade': 58.53, 'Pressao': 1007.97}
Ciclo 29074: {'Temperatura': 24.84, 'Umidade': 40.7, 'Pressao': 1017.92}
Ciclo 29075: {'Temperatura': 29.08, 'Umidade': 54.7, 'Pressao': 1009.02}
Ciclo 29076: {'Temperatura': 22.92, 'Umidade': 50.29, 'Pressao': 1001.84}
Ciclo 29077: {'Temperatura': 20.2, 'Umidade': 54.21, 'Pressao': 1007.22}
Ciclo 29078: {'Temperatura': 20.68, 'Umidade': 50.26, 'Pressao': 1018.22}
Ciclo 29079: {'Temperatura': 20.49, 'Umidade': 41.9, 'Pressao': 1002.09}
Ciclo 29080: {'Temperatura': 26.93, 'Umidade': 42.2, 'Pressao': 1003.13}
Ciclo 29081: {'Temperatura': 26.92, 'Umidade': 44.98, 'Pressao': 1017.21}
Ciclo 29082: {'Temperatura': 22.16, 'Umidade': 49.16, 'Pressao': 1001.54}
Ciclo 29083: {'Temperatura': 29.28, 'Umidade': 47.03, 'Pressao': 1016.4}
Ciclo 29084: {'Temperatura': 25.41, 'Umidade': 50.63, 'Pressao': 1008.96}
Ciclo 29085: {'Temperatura': 27.72, 'Umidade': 52.78, 'Pressao': 1018.25}
Ciclo 29086: {'Temperatura': 22.52, 'Umidade': 42.83, 'Pressao': 1006.92}
Ciclo 29087: {'Temperatura': 29.79, 'Umidade': 44.26, 'Pressao': 1003.79}
Ciclo 29088: {'Temperatura': 23.99, 'Umidade': 54.92, 'Pressao': 1013.31}
Ciclo 29089: {'Temperatura': 23.29, 'Umidade': 54.63, 'Pressao': 1003.03}
Ciclo 29090: {'Temperatura': 29.63, 'Umidade': 56.77, 'Pressao': 1005.95}
Ciclo 29091: {'Temperatura': 25.01, 'Umidade': 54.06, 'Pressao': 1012.77}
Ciclo 29092: {'Temperatura': 26.79, 'Umidade': 53.37, 'Pressao': 1014.59}
Ciclo 29093: {'Temperatura': 26.89, 'Umidade': 43.48, 'Pressao': 1017.5}
Ciclo 29094: {'Temperatura': 24.69, 'Umidade': 44.56, 'Pressao': 1000.76}
Ciclo 29095: {'Temperatura': 21.96, 'Umidade': 45.71, 'Pressao': 1014.79}
Ciclo 29096: {'Temperatura': 26.11, 'Umidade': 57.89, 'Pressao': 1016.88}
Ciclo 29097: {'Temperatura': 23.21, 'Umidade': 56.78, 'Pressao': 1011.64}
Ciclo 29098: {'Temperatura': 25.88, 'Umidade': 50.75, 'Pressao': 1016.07}
Ciclo 29099: {'Temperatura': 26.51, 'Umidade': 58.83, 'Pressao': 1018.84}
Ciclo 29100: {'Temperatura': 21.1, 'Umidade': 45.76, 'Pressao': 1017.93}
Ciclo 29101: {'Temperatura': 22.09, 'Umidade': 51.91, 'Pressao': 1016.75}
Ciclo 29102: {'Temperatura': 28.22, 'Umidade': 42.63, 'Pressao': 1010.21}
Ciclo 29103: {'Temperatura': 24.26, 'Umidade': 47.97, 'Pressao': 1018.98}
Ciclo 29104: {'Temperatura': 25.14, 'Umidade': 49.51, 'Pressao': 1013.96}
Ciclo 29105: {'Temperatura': 24.66, 'Umidade': 41.97, 'Pressao': 1016.54}
Ciclo 29106: {'Temperatura': 24.93, 'Umidade': 55.52, 'Pressao': 1012.67}
Ciclo 29107: {'Temperatura': 20.14, 'Umidade': 42.68, 'Pressao': 1008.96}
Ciclo 29108: {'Temperatura': 26.69, 'Umidade': 51.72, 'Pressao': 1018.57}
Ciclo 29109: {'Temperatura': 20.54, 'Umidade': 42.28, 'Pressao': 1009.62}
Ciclo 29110: {'Temperatura': 27.55, 'Umidade': 52.79, 'Pressao': 1014.11}
Ciclo 29111: {'Temperatura': 21.92, 'Umidade': 51.22, 'Pressao': 1004.96}
Ciclo 29112: {'Temperatura': 27.52, 'Umidade': 47.43, 'Pressao': 1016.67}
Ciclo 29113: {'Temperatura': 28.18, 'Umidade': 54.32, 'Pressao': 1016.1}
Ciclo 29114: {'Temperatura': 20.35, 'Umidade': 46.94, 'Pressao': 1005.92}
Ciclo 29115: {'Temperatura': 21.76, 'Umidade': 53.45, 'Pressao': 1000.18}
Ciclo 29116: {'Temperatura': 27.58, 'Umidade': 48.65, 'Pressao': 1017.88}
Ciclo 29117: {'Temperatura': 27.0, 'Umidade': 47.59, 'Pressao': 1008.45}
Ciclo 29118: {'Temperatura': 22.12, 'Umidade': 53.71, 'Pressao': 1010.2}
Ciclo 29119: {'Temperatura': 21.99, 'Umidade': 42.68, 'Pressao': 1005.5}
Ciclo 29120: {'Temperatura': 25.61, 'Umidade': 53.18, 'Pressao': 1009.64}
Ciclo 29121: {'Temperatura': 20.41, 'Umidade': 48.1, 'Pressao': 1010.49}
Ciclo 29122: {'Temperatura': 25.16, 'Umidade': 55.37, 'Pressao': 1005.78}
Ciclo 29123: {'Temperatura': 22.99, 'Umidade': 45.46, 'Pressao': 1003.49}
Ciclo 29124: {'Temperatura': 29.42, 'Umidade': 46.95, 'Pressao': 1003.04}
Ciclo 29125: {'Temperatura': 24.96, 'Umidade': 54.64, 'Pressao': 1018.94}
Ciclo 29126: {'Temperatura': 26.07, 'Umidade': 59.34, 'Pressao': 1018.53}
Ciclo 29127: {'Temperatura': 27.75, 'Umidade': 43.59, 'Pressao': 1015.35}
Ciclo 29128: {'Temperatura': 23.51, 'Umidade': 40.23, 'Pressao': 1002.77}
Ciclo 29129: {'Temperatura': 27.92, 'Umidade': 58.11, 'Pressao': 1005.69}
Ciclo 29130: {'Temperatura': 22.74, 'Umidade': 43.1, 'Pressao': 1005.71}
Ciclo 29131: {'Temperatura': 29.11, 'Umidade': 49.67, 'Pressao': 1010.58}
Ciclo 29132: {'Temperatura': 27.92, 'Umidade': 47.15, 'Pressao': 1016.74}
Ciclo 29133: {'Temperatura': 25.29, 'Umidade': 44.2, 'Pressao': 1014.77}
Ciclo 29134: {'Temperatura': 28.6, 'Umidade': 52.23, 'Pressao': 1003.33}
Ciclo 29135: {'Temperatura': 29.25, 'Umidade': 57.88, 'Pressao': 1009.22}
Ciclo 29136: {'Temperatura': 23.72, 'Umidade': 47.17, 'Pressao': 1006.26}
Ciclo 29137: {'Temperatura': 29.21, 'Umidade': 59.65, 'Pressao': 1007.88}
Ciclo 29138: {'Temperatura': 29.64, 'Umidade': 51.27, 'Pressao': 1013.79}
Ciclo 29139: {'Temperatura': 22.18, 'Umidade': 41.75, 'Pressao': 1019.17}
Ciclo 29140: {'Temperatura': 29.4, 'Umidade': 59.64, 'Pressao': 1007.88}
Ciclo 29141: {'Temperatura': 22.27, 'Umidade': 45.36, 'Pressao': 1013.5}
Ciclo 29142: {'Temperatura': 21.18, 'Umidade': 47.27, 'Pressao': 1011.68}
Ciclo 29143: {'Temperatura': 21.05, 'Umidade': 59.39, 'Pressao': 1009.14}
Ciclo 29144: {'Temperatura': 28.23, 'Umidade': 59.48, 'Pressao': 1003.46}
Ciclo 29145: {'Temperatura': 28.98, 'Umidade': 42.43, 'Pressao': 1002.75}
Ciclo 29146: {'Temperatura': 26.0, 'Umidade': 52.88, 'Pressao': 1019.12}
Ciclo 29147: {'Temperatura': 29.71, 'Umidade': 50.02, 'Pressao': 1000.45}
Ciclo 29148: {'Temperatura': 27.44, 'Umidade': 51.09, 'Pressao': 1002.77}
Ciclo 29149: {'Temperatura': 26.69, 'Umidade': 57.48, 'Pressao': 1014.66}
Ciclo 29150: {'Temperatura': 29.25, 'Umidade': 52.18, 'Pressao': 1013.78}
Ciclo 29151: {'Temperatura': 28.31, 'Umidade': 45.31, 'Pressao': 1006.16}
Ciclo 29152: {'Temperatura': 25.83, 'Umidade': 50.23, 'Pressao': 1005.83}
Ciclo 29153: {'Temperatura': 28.19, 'Umidade': 56.48, 'Pressao': 1006.97}
Ciclo 29154: {'Temperatura': 28.09, 'Umidade': 40.42, 'Pressao': 1006.18}
Ciclo 29155: {'Temperatura': 28.92, 'Umidade': 55.93, 'Pressao': 1001.66}
Ciclo 29156: {'Temperatura': 29.75, 'Umidade': 53.42, 'Pressao': 1009.83}
Ciclo 29157: {'Temperatura': 28.72, 'Umidade': 44.57, 'Pressao': 1003.08}
Ciclo 29158: {'Temperatura': 24.3, 'Umidade': 55.63, 'Pressao': 1016.23}
Ciclo 29159: {'Temperatura': 24.26, 'Umidade': 51.35, 'Pressao': 1013.73}
Ciclo 29160: {'Temperatura': 23.63, 'Umidade': 55.59, 'Pressao': 1016.76}
Ciclo 29161: {'Temperatura': 21.19, 'Umidade': 55.08, 'Pressao': 1013.78}
Ciclo 29162: {'Temperatura': 21.26, 'Umidade': 58.36, 'Pressao': 1014.82}
Ciclo 29163: {'Temperatura': 25.98, 'Umidade': 54.48, 'Pressao': 1000.3}
Ciclo 29164: {'Temperatura': 27.19, 'Umidade': 47.65, 'Pressao': 1006.59}
Ciclo 29165: {'Temperatura': 22.26, 'Umidade': 57.35, 'Pressao': 1000.48}
Ciclo 29166: {'Temperatura': 29.85, 'Umidade': 51.58, 'Pressao': 1008.34}
Ciclo 29167: {'Temperatura': 21.67, 'Umidade': 59.9, 'Pressao': 1018.6}
Ciclo 29168: {'Temperatura': 22.8, 'Umidade': 52.91, 'Pressao': 1007.11}
Ciclo 29169: {'Temperatura': 23.35, 'Umidade': 48.28, 'Pressao': 1009.95}
Ciclo 29170: {'Temperatura': 29.18, 'Umidade': 41.16, 'Pressao': 1003.15}
Ciclo 29171: {'Temperatura': 22.64, 'Umidade': 42.89, 'Pressao': 1013.25}
Ciclo 29172: {'Temperatura': 26.77, 'Umidade': 45.85, 'Pressao': 1013.54}
Ciclo 29173: {'Temperatura': 25.41, 'Umidade': 43.94, 'Pressao': 1013.85}
Ciclo 29174: {'Temperatura': 26.04, 'Umidade': 54.46, 'Pressao': 1011.87}
Ciclo 29175: {'Temperatura': 21.35, 'Umidade': 57.1, 'Pressao': 1004.53}
Ciclo 29176: {'Temperatura': 23.04, 'Umidade': 52.76, 'Pressao': 1019.9}
Ciclo 29177: {'Temperatura': 21.43, 'Umidade': 48.57, 'Pressao': 1013.39}
Ciclo 29178: {'Temperatura': 22.85, 'Umidade': 40.71, 'Pressao': 1005.37}
Ciclo 29179: {'Temperatura': 28.81, 'Umidade': 53.61, 'Pressao': 1005.2}
Ciclo 29180: {'Temperatura': 26.15, 'Umidade': 42.69, 'Pressao': 1003.2}
Ciclo 29181: {'Temperatura': 21.19, 'Umidade': 57.39, 'Pressao': 1017.43}
Ciclo 29182: {'Temperatura': 25.62, 'Umidade': 52.53, 'Pressao': 1010.73}
